example_id                                                                  | status  | run_time        |
./spec/lib/chemotion/calculations_spec.rb[1:7:3]                            | passed  | 0.00524 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:4]                            | passed  | 0.00646 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:5]                            | passed  | 0.00654 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:6]                            | passed  | 0.00645 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:7]                            | passed  | 0.00626 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:8]                            | passed  | 0.00638 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:9]                            | passed  | 0.00588 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:10]                           | passed  | 0.00616 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:11]                           | passed  | 0.00599 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:12]                           | passed  | 0.00554 seconds |
./spec/lib/chemotion/calculations_spec.rb[1:7:13]                           | passed  | 0.0053 seconds  |
