Onthology ID;Ontology Name;Custom Name;Full Link;Parent
CHMO:0001931;CHMO: automated thermal desorption-gas chromatography mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001931;
CHMO:0000873;CHMO: ion-exchange chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000873;
CHMO:0002281;CHMO: ion-pair chromatography-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002281;
CHMO:0000558;CHMO: microwave-induced plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000558;
CHMO:0000559;CHMO: plasma desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000559;
CHMO:0000711;CHMO: low-temperature plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000711;
CHMO:0000741;CHMO: discharge mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000741;
CHMO:0000537;CHMO: glow-discharge mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000537;
CHMO:0000756;CHMO: atmospheric pressure glow discharge mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000756;
CHMO:0000742;CHMO: dielectric barrier discharge ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000742;
CHMO:0000883;CHMO: plasma-assisted desorption–ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000883;
CHMO:0000560;CHMO: secondary ion mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000560;
CHMO:0000561;CHMO: dynamic secondary ion mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000561;
CHMO:0000562;CHMO: sputtered neutral atom mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000562;
CHMO:0000563;CHMO: fast-atom bombardment mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000563;
CHMO:0000726;CHMO: high resolution fast-atom bombardment mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000726;
CHMO:0000564;CHMO: mass spectrometry of recoiled ions;;http://purl.obolibrary.org/obo/CHMO_0000564;
CHMO:0000565;CHMO: time-of-flight secondary ion mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000565;
CHMO:0000566;CHMO: secondary electron emission mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000566;
CHMO:0000568;CHMO: sector field mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000568;
CHMO:0000569;CHMO: selected ion flow tube mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000569;
CHMO:0000570;CHMO: proton transfer reaction mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000570;
CHMO:0000571;CHMO: selective ion monitoring;;http://purl.obolibrary.org/obo/CHMO_0000571;
CHMO:0000572;CHMO: single-ion monitoring;;http://purl.obolibrary.org/obo/CHMO_0000572;
CHMO:0000573;CHMO: multiple-ion monitoring;;http://purl.obolibrary.org/obo/CHMO_0000573;
CHMO:0000574;CHMO: spark source mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000574;
CHMO:0000575;CHMO: tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000575;
CHMO:0000576;CHMO: collision-induced dissociation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000576;
CHMO:0000577;CHMO: electrospray ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000577;
CHMO:0000578;CHMO: high-performance liquid chromatography-electrospray ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000578;
CHMO:0001282;CHMO: nanoflow high-performance liquid chromatography-electrospray ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001282;
CHMO:0000738;CHMO: reversed-phase liquid chromatography-electrospray ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000738;
CHMO:0001109;CHMO: positive electrospray ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001109;
CHMO:0000579;CHMO: tandem quadrupole mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000579;
CHMO:0000701;CHMO: liquid chromatography-tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000701;
CHMO:0000738;CHMO: reversed-phase liquid chromatography-electrospray ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000738;
CHMO:0001834;CHMO: nanoflow liquid chromatography-tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001834;
CHMO:0001836;CHMO: two-dimensional liquid chromatography-tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001836;
CHMO:0002000;CHMO: strong-cation-exchange reversed-phase high-performance liquid chromatography inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002000;
CHMO:0002009;CHMO: strong-cation-exchange reversed-phase high-performance liquid chromatography atmospheric pressure chemical ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002009;
CHMO:0002024;CHMO: tandem dual-column high-performance liquid chromatography atmospheric pressure chemical ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002024;
CHMO:0000757;CHMO: atmospheric pressure glow discharge tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000757;
CHMO:0002098;CHMO: electron transfer dissociation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002098;
CHMO:0002867;CHMO: selected reaction monitoring;;http://purl.obolibrary.org/obo/CHMO_0002867;
CHMO:0002868;CHMO: consecutive reaction monitoring;;http://purl.obolibrary.org/obo/CHMO_0002868;
CHMO:0002869;CHMO: multiple reaction monitoring;;http://purl.obolibrary.org/obo/CHMO_0002869;
CHMO:0002870;CHMO: parallel reaction monitoring;;http://purl.obolibrary.org/obo/CHMO_0002870;
CHMO:0000580;CHMO: time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000580;
CHMO:0000734;CHMO: matrix-assisted laser desorption–ionisation quadrupole time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000734;
CHMO:0000735;CHMO: gas chromatography time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000735;
CHMO:0001274;CHMO: electrospray-ionisation quadrupole time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001274;
CHMO:0001275;CHMO: electrospray-ionisation quadrupole time-of-flight tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001275;
CHMO:0000706;CHMO: electrophoresis-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000706;
CHMO:0000702;CHMO: capillary electrophoresis-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000702;
CHMO:0000703;CHMO: capillary electrophoresis-inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000703;
CHMO:0000707;CHMO: two-dimensional gel electrophoresis-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000707;
CHMO:0000710;CHMO: ambient ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000710;
CHMO:0000704;CHMO: direct analysis in real time mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000704;
CHMO:0000708;CHMO: direct analysis in real time time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000708;
CHMO:0000712;CHMO: laser mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000712;
CHMO:0000515;CHMO: laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000515;
CHMO:0000519;CHMO: matrix-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000519;
CHMO:0000520;CHMO: matrix-assisted laser desorption-ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000520;
CHMO:0002650;CHMO: positive ion matrix-assisted laser desorption–ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002650;
CHMO:0000521;CHMO: sol-gel-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000521;
CHMO:0000868;CHMO: sol–gel-assisted laser desorption-ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000868;
CHMO:0000522;CHMO: surface-enhanced laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000522;
CHMO:0000869;CHMO: surface-enhanced laser desorption–ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000869;
CHMO:0000523;CHMO: liquid chromatography-matrix-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000523;
CHMO:0000884;CHMO: electrospray-assisted laser desorption-ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000884;
CHMO:0000516;CHMO: laser microprobe mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000516;
CHMO:0000517;CHMO: negative ion laser desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000517;
CHMO:0000518;CHMO: positive ion laser desorption mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000518;
CHMO:0002650;CHMO: positive ion matrix-assisted laser desorption–ionisation time-of-flight mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002650;
CHMO:0000525;CHMO: photoionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000525;
CHMO:0000526;CHMO: atmospheric pressure photoionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000526;
CHMO:0000527;CHMO: multiphoton ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000527;
CHMO:0000528;CHMO: resonance-enhanced multiphoton ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000528;
CHMO:0000529;CHMO: resonance ionisation mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000529;
CHMO:0000860;CHMO: thermogravimetry-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0000860;
CHMO:0001113;CHMO: membrane-inlet mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001113;
CHMO:0001265;CHMO: pyrolysis mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001265;
CHMO:0001785;CHMO: rotating-field mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001785;
CHMO:0001786;CHMO: RapidFire(R) mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001786;
CHMO:0001995;CHMO: atomic mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001995;
CHMO:0001996;CHMO: molecular mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001996;
CHMO:0002004;CHMO: two-dimensional chromatography-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002004;
CHMO:0002007;CHMO: two-dimensional liquid chromatography-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002007;
CHMO:0001836;CHMO: two-dimensional liquid chromatography-tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0001836;
CHMO:0002000;CHMO: strong-cation-exchange reversed-phase high-performance liquid chromatography inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002000;
CHMO:0002009;CHMO: strong-cation-exchange reversed-phase high-performance liquid chromatography atmospheric pressure chemical ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002009;
CHMO:0002024;CHMO: tandem dual-column high-performance liquid chromatography atmospheric pressure chemical ionisation tandem mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002024;
CHMO:0002008;CHMO: two-dimensional high-performance liquid chromatography-mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002008;
CHMO:0002006;CHMO: tandem dual-column high-performance liquid chromatography inductively coupled plasma mass spectrometry;;http://purl.obolibrary.org/obo/CHMO_0002006;
CHMO:0000585;CHMO: rotational spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000585;
CHMO:0000586;CHMO: microwave spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000586;
CHMO:0000587;CHMO: Fourier transform microwave spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000587;
CHMO:0000588;CHMO: molecular beam Fourier transform microwave spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000588;
CHMO:0000589;CHMO: laser ablation molecular beam Fourier transform microwave spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000589;
CHMO:0000632;CHMO: far-infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000632;
CHMO:0001069;CHMO: far-infrared magnetic resonance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001069;
CHMO:0002701;CHMO: Fourier transform far-infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002701;
CHMO:0000590;CHMO: neutron spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000590;
CHMO:0000619;CHMO: photoacoustic spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000619;
CHMO:0000620;CHMO: infrared photoacoustic spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000620;
CHMO:0000621;CHMO: Fourier transform infrared photoacoustic spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000621;
CHMO:0000622;CHMO: photothermal spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000622;
CHMO:0000623;CHMO: scanning tunnelling spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000623;
CHMO:0000624;CHMO: surface plasmon resonance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000624;
CHMO:0000625;CHMO: electrochemical surface plasmon resonance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000625;
CHMO:0000626;CHMO: surface plasmon resonance imaging;;http://purl.obolibrary.org/obo/CHMO_0000626;
CHMO:0002175;CHMO: localised surface plasmon resonance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002175;
CHMO:0002292;CHMO: near-infrared surface plasmon resonance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002292;
CHMO:0000627;CHMO: terahertz time-domain spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000627;
CHMO:0000628;CHMO: vibrational spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000628;
CHMO:0000629;CHMO: inelastic electron tunnelling spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000629;
CHMO:0000630;CHMO: infrared absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000630;
CHMO:0000631;CHMO: infrared evanescent wave spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000631;
CHMO:0000633;CHMO: infrared multiphoton dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000633;
CHMO:0000634;CHMO: resonant infrared multiphoton dissociation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000634;
CHMO:0000635;CHMO: mid-infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000635;
CHMO:0000636;CHMO: Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000636;
CHMO:0000859;CHMO: thermogravimetry-Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000859;
CHMO:0001794;CHMO: supercritical fluid extraction-Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001794;
CHMO:0001821;CHMO: synchrotron Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001821;
CHMO:0002286;CHMO: polarised Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002286;
CHMO:0002288;CHMO: time-resolved polarised Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002288;
CHMO:0002287;CHMO: pyrolysis Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002287;
CHMO:0002289;CHMO: fast Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002289;
CHMO:0002651;CHMO: thermogravimetry-differential thermal analysis;;http://purl.obolibrary.org/obo/CHMO_0002651;
CHMO:0000637;CHMO: micro infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000637;
CHMO:0000638;CHMO: near-infrared absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000638;
CHMO:0000639;CHMO: Fourier transform near infrared absorbance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000639;
CHMO:0001157;CHMO: single pulse–pulsed laser polymerization–near-infrared technique;;http://purl.obolibrary.org/obo/CHMO_0001157;
CHMO:0000640;CHMO: non-dispersive infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000640;
CHMO:0000641;CHMO: surface enhanced infrared absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000641;
CHMO:0000642;CHMO: transient infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000642;
CHMO:0001262;CHMO: gas chromatography-infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001262;
CHMO:0001263;CHMO: pyrolysis gas chromatography-infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001263;
CHMO:0001264;CHMO: pyrolysis infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001264;
CHMO:0002287;CHMO: pyrolysis Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002287;
CHMO:0001907;CHMO: rapid-scan infrared absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001907;
CHMO:0001908;CHMO: ultra-rapid-scan infrared absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001908;
CHMO:0002291;CHMO: dispersive infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002291;
CHMO:0002710;CHMO: two-dimensional infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002710;
CHMO:0000643;CHMO: infrared reflectance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000643;
CHMO:0000644;CHMO: diffuse reflectance infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000644;
CHMO:0000645;CHMO: diffuse reflectance infrared Fourier transform spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000645;
CHMO:0002813;CHMO: in situ diffuse reflectance infrared Fourier transform spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002813;
CHMO:0000646;CHMO: near-infrared reflectance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000646;
CHMO:0000648;CHMO: attenuated total reflectance infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000648;
CHMO:0000763;CHMO: attenuated total reflectance Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000763;
CHMO:0000647;CHMO: reflection–absorption infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000647;
CHMO:0001078;CHMO: polarization modulation infrared reflection–adsorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001078;
CHMO:0001798;CHMO: reflection–absorption Fourier transform infrared spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001798;
CHMO:0000649;CHMO: infrared emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000649;
CHMO:0000650;CHMO: flame infrared emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000650;
CHMO:0000651;CHMO: Fourier transform flame infrared emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000651;
CHMO:0000652;CHMO: Fourier transform infrared emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000652;
CHMO:0000653;CHMO: mid-infrared emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000653;
CHMO:0000654;CHMO: planar array infrared emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000654;
CHMO:0000655;CHMO: single-photon infrared emission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000655;
CHMO:0001288;CHMO: sum-frequency generation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001288;
CHMO:0002627;CHMO: infrared–visible sum-frequency generation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002627;
CHMO:0002675;CHMO: electronic sum-frequency generation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002675;
CHMO:0002290;CHMO: infrared transmission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002290;
CHMO:0000775;CHMO: dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000775;
CHMO:0000323;CHMO: circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000323;
CHMO:0000324;CHMO: fluorescence detected circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000324;
CHMO:0000325;CHMO: magnetic circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000325;
CHMO:0000326;CHMO: X-ray magnetic circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000326;
CHMO:0002113;CHMO: near-infrared magnetic circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002113;
CHMO:0000327;CHMO: vibrational circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000327;
CHMO:0001160;CHMO: Raman circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001160;
CHMO:0001161;CHMO: reflectance circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001161;
CHMO:0000777;CHMO: diffuse reflectance circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000777;
CHMO:0001926;CHMO: electronic circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001926;
CHMO:0002534;CHMO: second harmonic generation circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002534;
CHMO:0002690;CHMO: synchrotron circular dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002690;
CHMO:0000776;CHMO: linear dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000776;
CHMO:0002067;CHMO: variable-angle polarised absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002067;
CHMO:0002068;CHMO: ratio variable-angle polarised absorption spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002068;
CHMO:0000783;CHMO: infrared dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000783;
CHMO:0000784;CHMO: site-specific infrared dichroism spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000784;
CHMO:0000785;CHMO: optical rotatory dispersion;;http://purl.obolibrary.org/obo/CHMO_0000785;
CHMO:0001251;CHMO: magneto-optical rotatory dispersion;;http://purl.obolibrary.org/obo/CHMO_0001251;
CHMO:0000863;CHMO: positron annihilation lifetime spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000863;
CHMO:0000936;CHMO: reflectance spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000936;
CHMO:0000938;CHMO: transmission spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000938;
CHMO:0001090;CHMO: kinetic spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001090;
CHMO:0001093;CHMO: molecular nonthermal excitation spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001093;
CHMO:0001123;CHMO: force spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001123;
CHMO:0001122;CHMO: dynamic force spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001122;
CHMO:0002459;CHMO: Kelvin force spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002459;
CHMO:0002676;CHMO: alternating current force spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002676;
CHMO:0002184;CHMO: optical extinction spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002184;
CHMO:0002414;CHMO: scattering spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002414;
CHMO:0000656;CHMO: Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000656;
CHMO:0002515;CHMO: laser Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002515;
CHMO:0000657;CHMO: chiral Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000657;
CHMO:0000885;CHMO: surface-enhanced chiral Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000885;
CHMO:0000658;CHMO: coherent Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000658;
CHMO:0000659;CHMO: coherent Stokes Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000659;
CHMO:0000660;CHMO: coherent Stokes resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000660;
CHMO:0000661;CHMO: coherent anti-Stokes Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000661;
CHMO:0000662;CHMO: coherent anti-Stokes resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000662;
CHMO:0000663;CHMO: confocal Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000663;
CHMO:0000664;CHMO: confocal Raman microscopy;;http://purl.obolibrary.org/obo/CHMO_0000664;
CHMO:0000665;CHMO: Fourier transform Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000665;
CHMO:0000666;CHMO: hyper Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000666;
CHMO:0000667;CHMO: polarised Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000667;
CHMO:0000668;CHMO: resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000668;
CHMO:0000669;CHMO: Kerr-gated resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000669;
CHMO:0000670;CHMO: surface-enhanced resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000670;
CHMO:0000671;CHMO: ultraviolet resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000671;
CHMO:0000672;CHMO: deep ultra-violet resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000672;
CHMO:0002373;CHMO: surface-enhanced non-resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002373;
CHMO:0000674;CHMO: spatially-offset Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000674;
CHMO:0000675;CHMO: stimulated Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000675;
CHMO:0000676;CHMO: femosecond stimulated Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000676;
CHMO:0001939;CHMO: stimulated Raman gain spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001939;
CHMO:0001940;CHMO: stimulated Raman loss spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001940;
CHMO:0001941;CHMO: photoacoustic Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001941;
CHMO:0001942;CHMO: ionisation-detected stimulated Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0001942;
CHMO:0000677;CHMO: surface-enhanced Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000677;
CHMO:0000670;CHMO: surface-enhanced resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000670;
CHMO:0000770;CHMO: single molecule surface-enhanced Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000770;
CHMO:0000875;CHMO: electrochemical surface-enhanced Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000875;
CHMO:0002373;CHMO: surface-enhanced non-resonance Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0002373;
CHMO:0000678;CHMO: tip-enhanced Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000678;
CHMO:0000679;CHMO: ultra-high vacuum tip-enhanced Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000679;
CHMO:0000680;CHMO: ultraviolet Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000680;
CHMO:0000870;CHMO: near-infrared Raman spectroscopy;;http://purl.obolibrary.org/obo/CHMO_0000870;
